parts,hscode,JTAS_code,country,country_code,import_unit,import_value,year,GDP,GDPjp,toprunner,distance
1,8418.61-090,'601,Australia,AUS,20,317,1988,,,,
1,8418.99-000,'601,Australia,AUS,739,1044,1988,,,,
1,8418.61-019,'225,Austria,AUT,28427,100428,1988,,,,
1,8418.61-090,'225,Austria,AUT,3021,2724,1988,,,,
1,8418.69-010,'225,Austria,AUT,9161,7203,1988,,,,
1,8418.69-091,'225,Austria,AUT,65,321,1988,,,,
1,8418.61-019,'302,Canada,CAN,153660,475937,1988,,,,
1,8418.69-091,'302,Canada,CAN,85,384,1988,,,,
1,8418.69-092,'302,Canada,CAN,270,1996,1988,,,,
1,8418.99-000,'302,Canada,CAN,85,388,1988,,,,
1,8418.61-019,'105,China,CHN,51250,10990,1988,,,,
1,8418.69-091,'105,China,CHN,35,403,1988,,,,
1,8418.61-019,'204,Denmark,DNK,448,1034,1988,,,,
1,8418.69-010,'204,Denmark,DNK,254,315,1988,,,,
1,8418.69-020,'204,Denmark,DNK,32310,96425,1988,,,,
1,8418.69-091,'204,Denmark,DNK,38,378,1988,,,,
1,8418.69-092,'204,Denmark,DNK,10880,26099,1988,,,,
1,8418.99-000,'204,Denmark,DNK,7555,39779,1988,,,,
1,8418.69-099,'222,Finland,FIN,5590,12404,1988,,,,
1,8418.61-011,'210,France,FRA,2800,8105,1988,,,,
1,8418.61-019,'210,France,FRA,10786,24715,1988,,,,
1,8418.61-090,'210,France,FRA,6735,16273,1988,,,,
1,8418.69-010,'210,France,FRA,3712,9128,1988,,,,
1,8418.69-020,'210,France,FRA,440,3274,1988,,,,
1,8418.69-091,'210,France,FRA,204,679,1988,,,,
1,8418.69-092,'210,France,FRA,6137,22412,1988,,,,
1,8418.69-099,'210,France,FRA,132722,242381,1988,,,,
1,8418.99-000,'210,France,FRA,5614,25539,1988,,,,
1,8418.61-011,'213,Germany,DEU,1428,5829,1988,,,,
1,8418.61-019,'213,Germany,DEU,22325,100496,1988,,,,
1,8418.61-090,'213,Germany,DEU,9163,33356,1988,,,,
1,8418.69-010,'213,Germany,DEU,816,5371,1988,,,,
1,8418.69-020,'213,Germany,DEU,4226,25037,1988,,,,
1,8418.69-099,'213,Germany,DEU,101141,660063,1988,,,,
1,8418.99-000,'213,Germany,DEU,4474,26879,1988,,,,
1,8418.61-019,'108,"Hong Kong SAR, China",HKG,280,762,1988,,,,
1,8418.61-090,'108,"Hong Kong SAR, China",HKG,100,300,1988,,,,
1,8418.69-010,'108,"Hong Kong SAR, China",HKG,60945,60118,1988,,,,
1,8418.69-020,'108,"Hong Kong SAR, China",HKG,265,1119,1988,,,,
1,8418.69-099,'108,"Hong Kong SAR, China",HKG,3120,8942,1988,,,,
1,8418.99-000,'108,"Hong Kong SAR, China",HKG,27392,11615,1988,,,,
1,8418.99-000,'123,India,IND,24,554,1988,,,,
1,8418.61-011,'206,Ireland,IRL,277,14447,1988,,,,
1,8418.61-019,'206,Ireland,IRL,6138,13771,1988,,,,
1,8418.61-090,'206,Ireland,IRL,61,2741,1988,,,,
1,8418.69-091,'206,Ireland,IRL,54,930,1988,,,,
1,8418.61-019,'220,Italy,ITA,22260,84053,1988,,,,
1,8418.61-090,'220,Italy,ITA,6088,19956,1988,,,,
1,8418.69-010,'220,Italy,ITA,813,1896,1988,,,,
1,8418.69-020,'220,Italy,ITA,136986,486745,1988,,,,
1,8418.69-091,'220,Italy,ITA,745,5860,1988,,,,
1,8418.69-092,'220,Italy,ITA,2648,5016,1988,,,,
1,8418.69-099,'220,Italy,ITA,24492,84105,1988,,,,
1,8418.99-000,'220,Italy,ITA,7269,38344,1988,,,,
1,8418.61-090,'209,Luxembourg,LUX,54,259,1988,,,,
1,8418.69-010,'209,Luxembourg,LUX,24366,40325,1988,,,,
1,8418.69-091,'209,Luxembourg,LUX,75,254,1988,,,,
1,8418.99-000,'209,Luxembourg,LUX,408,936,1988,,,,
1,8418.99-000,'113,Malaysia,MYS,15012,45982,1988,,,,
1,8418.99-000,'305,Mexico,MEX,888,621,1988,,,,
1,8418.61-019,'207,Netherlands,NLD,11854,32411,1988,,,,
1,8418.61-090,'207,Netherlands,NLD,3637,6967,1988,,,,
1,8418.69-010,'207,Netherlands,NLD,1400,3724,1988,,,,
1,8418.69-092,'207,Netherlands,NLD,8629,17033,1988,,,,
1,8418.69-099,'207,Netherlands,NLD,67181,124782,1988,,,,
1,8418.99-000,'207,Netherlands,NLD,4830,14472,1988,,,,
1,8418.69-099,'103,"Korea, Rep.",KOR,104258,37662,1988,,,,
1,8418.99-000,'103,"Korea, Rep.",KOR,87638,43232,1988,,,,
1,8418.61-019,'112,Singapore,SGP,891790,1593055,1988,,,,
1,8418.69-010,'112,Singapore,SGP,82,216,1988,,,,
1,8418.69-092,'112,Singapore,SGP,16410,29436,1988,,,,
1,8418.99-000,'112,Singapore,SGP,482,631,1988,,,,
1,8418.61-019,'203,Sweden,SWE,34940,67900,1988,,,,
1,8418.69-010,'203,Sweden,SWE,2052,2473,1988,,,,
1,8418.69-091,'203,Sweden,SWE,73,913,1988,,,,
1,8418.69-092,'203,Sweden,SWE,92336,246411,1988,,,,
1,8418.99-000,'203,Sweden,SWE,275,2453,1988,,,,
1,8418.61-090,'215,Switzerland,CHE,1151,26098,1988,,,,
1,8418.69-010,'215,Switzerland,CHE,5096,4793,1988,,,,
1,8418.69-020,'215,Switzerland,CHE,4885,22413,1988,,,,
1,8418.69-091,'215,Switzerland,CHE,1049,6933,1988,,,,
1,8418.69-099,'215,Switzerland,CHE,2937,18160,1988,,,,
1,8418.99-000,'215,Switzerland,CHE,100,567,1988,,,,
1,8418.61-011,'106,Taiwan,TWN,900,661,1988,,,,
1,8418.61-019,'106,Taiwan,TWN,1080,744,1988,,,,
1,8418.69-010,'106,Taiwan,TWN,54613,77750,1988,,,,
1,8418.69-099,'106,Taiwan,TWN,700,578,1988,,,,
1,8418.99-000,'106,Taiwan,TWN,4001,10543,1988,,,,
1,8418.91-000,'111,Thailand,THA,404,214,1988,,,,
1,8418.99-000,'111,Thailand,THA,4087,6287,1988,,,,
1,8418.61-011,'205,United Kingdom,GBR,36,1556,1988,,,,
1,8418.61-019,'205,United Kingdom,GBR,9102,121271,1988,,,,
1,8418.61-090,'205,United Kingdom,GBR,1851,3999,1988,,,,
1,8418.69-010,'205,United Kingdom,GBR,210,637,1988,,,,
1,8418.69-091,'205,United Kingdom,GBR,40,283,1988,,,,
1,8418.69-092,'205,United Kingdom,GBR,1566,5739,1988,,,,
1,8418.69-099,'205,United Kingdom,GBR,147,2510,1988,,,,
1,8418.99-000,'205,United Kingdom,GBR,3724,25890,1988,,,,
1,8418.61-011,'304,United States,USA,21701,123105,1988,,,,
1,8418.61-019,'304,United States,USA,3749551,8202390,1988,,,,
1,8418.61-090,'304,United States,USA,104309,299735,1988,,,,
1,8418.69-010,'304,United States,USA,28894,48372,1988,,,,
1,8418.69-020,'304,United States,USA,124114,340204,1988,,,,
1,8418.69-091,'304,United States,USA,34832,256188,1988,,,,
1,8418.69-092,'304,United States,USA,157200,373409,1988,,,,
1,8418.69-099,'304,United States,USA,466439,838406,1988,,,,
1,8418.91-000,'304,United States,USA,210,213,1988,,,,
1,8418.99-000,'304,United States,USA,895402,930148,1988,,,,
1,8418.69-091,'601,Australia,AUS,250,908,1989,,,,
1,8418.61-019,'225,Austria,AUT,29250,102875,1989,,,,
1,8418.69-010,'225,Austria,AUT,11637,11467,1989,,,,
1,8418.69-091,'225,Austria,AUT,80,1674,1989,,,,
1,8418.69-092,'225,Austria,AUT,2270,12066,1989,,,,
1,8418.69-099,'225,Austria,AUT,1717,7453,1989,,,,
1,8418.99-000,'225,Austria,AUT,16,594,1989,,,,
1,8418.99-000,'208,Belgium,BEL,40,565,1989,,,,
1,8418.61-019,'302,Canada,CAN,65825,183735,1989,,,,
1,8418.69-010,'302,Canada,CAN,887,1284,1989,,,,
1,8418.69-020,'302,Canada,CAN,580,4743,1989,,,,
1,8418.69-092,'302,Canada,CAN,544,3708,1989,,,,
1,8418.69-099,'302,Canada,CAN,820,1897,1989,,,,
1,8418.61-019,'105,China,CHN,13000,4712,1989,,,,
1,8418.69-010,'105,China,CHN,8532,10311,1989,,,,
1,8418.69-091,'105,China,CHN,75,1941,1989,,,,
1,8418.69-092,'105,China,CHN,2880,1476,1989,,,,
1,8418.61-019,'204,Denmark,DNK,889706,2214105,1989,,,,
1,8418.69-020,'204,Denmark,DNK,35932,101558,1989,,,,
1,8418.69-091,'204,Denmark,DNK,32,242,1989,,,,
1,8418.69-092,'204,Denmark,DNK,14152,40508,1989,,,,
1,8418.69-099,'204,Denmark,DNK,29300,140859,1989,,,,
1,8418.99-000,'204,Denmark,DNK,2055,20332,1989,,,,
1,8418.61-011,'210,France,FRA,34,682,1989,,,,
1,8418.61-019,'210,France,FRA,2489,4711,1989,,,,
1,8418.61-090,'210,France,FRA,5050,18902,1989,,,,
1,8418.69-010,'210,France,FRA,4131,9480,1989,,,,
1,8418.69-091,'210,France,FRA,180,918,1989,,,,
1,8418.69-092,'210,France,FRA,2953,8182,1989,,,,
1,8418.69-099,'210,France,FRA,225388,444761,1989,,,,
1,8418.91-000,'210,France,FRA,200,422,1989,,,,
1,8418.99-000,'210,France,FRA,1473,17178,1989,,,,
1,8418.61-011,'213,Germany,DEU,4111,21745,1989,,,,
1,8418.61-019,'213,Germany,DEU,1903,12524,1989,,,,
1,8418.61-090,'213,Germany,DEU,71014,283066,1989,,,,
1,8418.69-010,'213,Germany,DEU,908,5662,1989,,,,
1,8418.69-020,'213,Germany,DEU,2000,13170,1989,,,,
1,8418.69-091,'213,Germany,DEU,190,1561,1989,,,,
1,8418.69-099,'213,Germany,DEU,90252,618158,1989,,,,
1,8418.99-000,'213,Germany,DEU,22123,114485,1989,,,,
1,8418.61-090,'108,"Hong Kong SAR, China",HKG,5850,6888,1989,,,,
1,8418.69-099,'108,"Hong Kong SAR, China",HKG,5200,11000,1989,,,,
1,8418.61-011,'206,Ireland,IRL,53,2797,1989,,,,
1,8418.61-019,'206,Ireland,IRL,810,2164,1989,,,,
1,8418.61-011,'220,Italy,ITA,180,690,1989,,,,
1,8418.61-019,'220,Italy,ITA,12341,53156,1989,,,,
1,8418.61-090,'220,Italy,ITA,7046,21686,1989,,,,
1,8418.69-010,'220,Italy,ITA,5917,16627,1989,,,,
1,8418.69-020,'220,Italy,ITA,153066,572605,1989,,,,
1,8418.69-091,'220,Italy,ITA,2040,5127,1989,,,,
1,8418.69-099,'220,Italy,ITA,5019,22944,1989,,,,
1,8418.99-000,'220,Italy,ITA,9221,49097,1989,,,,
1,8418.61-090,'209,Luxembourg,LUX,665,1212,1989,,,,
1,8418.69-010,'209,Luxembourg,LUX,26860,43319,1989,,,,
1,8418.99-000,'209,Luxembourg,LUX,1110,3056,1989,,,,
1,8418.99-000,'113,Malaysia,MYS,9279,28433,1989,,,,
1,8418.61-019,'207,Netherlands,NLD,30035,83710,1989,,,,
1,8418.69-010,'207,Netherlands,NLD,160987,310089,1989,,,,
1,8418.69-091,'207,Netherlands,NLD,75,3436,1989,,,,
1,8418.69-092,'207,Netherlands,NLD,16000,45592,1989,,,,
1,8418.69-099,'207,Netherlands,NLD,21863,43269,1989,,,,
1,8418.99-000,'207,Netherlands,NLD,330,3925,1989,,,,
1,8418.69-091,'117,Philippines,PHL,50,1138,1989,,,,
1,8418.61-090,'103,"Korea, Rep.",KOR,650,1746,1989,,,,
1,8418.69-010,'103,"Korea, Rep.",KOR,3400,3900,1989,,,,
1,8418.91-000,'103,"Korea, Rep.",KOR,4390,4110,1989,,,,
1,8418.99-000,'103,"Korea, Rep.",KOR,71840,43386,1989,,,,
1,8418.61-019,'112,Singapore,SGP,616585,1138874,1989,,,,
1,8418.99-000,'112,Singapore,SGP,9940,11379,1989,,,,
1,8418.69-010,'218,Spain,ESP,309,1077,1989,,,,
1,8418.69-091,'137,Saudi Arabia,SAU,280,308,1989,,,,
1,8418.61-019,'203,Sweden,SWE,22200,49020,1989,,,,
1,8418.69-091,'203,Sweden,SWE,73,964,1989,,,,
1,8418.69-092,'203,Sweden,SWE,71360,231192,1989,,,,
1,8418.99-000,'203,Sweden,SWE,6267,18823,1989,,,,
1,8418.61-019,'215,Switzerland,CHE,520,2654,1989,,,,
1,8418.61-090,'215,Switzerland,CHE,1555,22883,1989,,,,
1,8418.69-010,'215,Switzerland,CHE,10101,10739,1989,,,,
1,8418.69-020,'215,Switzerland,CHE,5790,26536,1989,,,,
1,8418.69-091,'215,Switzerland,CHE,1350,7955,1989,,,,
1,8418.69-099,'215,Switzerland,CHE,2700,14691,1989,,,,
1,8418.99-000,'215,Switzerland,CHE,26,751,1989,,,,
1,8418.61-019,'106,Taiwan,TWN,1115,902,1989,,,,
1,8418.69-010,'106,Taiwan,TWN,24917,39180,1989,,,,
1,8418.69-099,'106,Taiwan,TWN,2000,1000,1989,,,,
1,8418.91-000,'106,Taiwan,TWN,2440,3471,1989,,,,
1,8418.99-000,'106,Taiwan,TWN,1411,3406,1989,,,,
1,8418.99-000,'111,Thailand,THA,17256,21970,1989,,,,
1,8418.69-020,'234,Turkey,TUR,200,473,1989,,,,
1,8418.61-011,'205,United Kingdom,GBR,25,1303,1989,,,,
1,8418.61-019,'205,United Kingdom,GBR,26131,107731,1989,,,,
1,8418.61-090,'205,United Kingdom,GBR,490,814,1989,,,,
1,8418.69-010,'205,United Kingdom,GBR,480,3103,1989,,,,
1,8418.99-000,'205,United Kingdom,GBR,380,1609,1989,,,,
1,8418.61-011,'304,United States,USA,39005,228540,1989,,,,
1,8418.61-019,'304,United States,USA,4596432,12174088,1989,,,,
1,8418.61-090,'304,United States,USA,171513,371554,1989,,,,
1,8418.69-010,'304,United States,USA,17193,39246,1989,,,,
1,8418.69-020,'304,United States,USA,74541,331280,1989,,,,
1,8418.69-091,'304,United States,USA,21142,224027,1989,,,,
1,8418.69-092,'304,United States,USA,12930,23545,1989,,,,
1,8418.69-099,'304,United States,USA,324326,701883,1989,,,,
1,8418.91-000,'304,United States,USA,487,1069,1989,,,,
1,8418.99-000,'304,United States,USA,830466,1020603,1989,,,,
1,8418.61-090,'601,Australia,AUS,1714,705,1990,,,,
1,8418.69-020,'601,Australia,AUS,10,336,1990,,,,
1,8418.91-000,'601,Australia,AUS,10,1739,1990,,,,
1,8418.99-000,'601,Australia,AUS,512,1301,1990,,,,
1,8418.61-090,'225,Austria,AUT,28470,130647,1990,,,,
1,8418.69-010,'225,Austria,AUT,16511,20623,1990,,,,
1,8418.69-091,'225,Austria,AUT,39,1909,1990,,,,
1,8418.69-099,'225,Austria,AUT,1841,14143,1990,,,,
1,8418.99-000,'225,Austria,AUT,404,2248,1990,,,,
1,8418.69-010,'208,Belgium,BEL,40,504,1990,,,,
1,8418.69-020,'208,Belgium,BEL,330,1973,1990,,,,
1,8418.61-090,'302,Canada,CAN,1091,12446,1990,,,,
1,8418.99-000,'302,Canada,CAN,80,411,1990,,,,
1,8418.69-010,'105,China,CHN,3373,4769,1990,,,,
1,8418.69-091,'105,China,CHN,3163,4503,1990,,,,
1,8418.99-000,'105,China,CHN,3860,1001,1990,,,,
1,8418.61-090,'204,Denmark,DNK,335056,815268,1990,,,,
1,8418.69-020,'204,Denmark,DNK,9150,38879,1990,,,,
1,8418.69-099,'204,Denmark,DNK,29926,115541,1990,,,,
1,8418.99-000,'204,Denmark,DNK,2639,27420,1990,,,,
1,8418.69-010,'222,Finland,FIN,2397,7581,1990,,,,
1,8418.61-010,'210,France,FRA,451,1502,1990,,,,
1,8418.61-090,'210,France,FRA,32242,108293,1990,,,,
1,8418.69-010,'210,France,FRA,6806,22276,1990,,,,
1,8418.69-091,'210,France,FRA,21,618,1990,,,,
1,8418.69-099,'210,France,FRA,237620,627729,1990,,,,
1,8418.99-000,'210,France,FRA,15464,50869,1990,,,,
1,8418.61-010,'213,Germany,DEU,243579,1010832,1990,,,,
1,8418.61-090,'213,Germany,DEU,17617,113040,1990,,,,
1,8418.69-010,'213,Germany,DEU,1610,8443,1990,,,,
1,8418.69-020,'213,Germany,DEU,2114,18005,1990,,,,
1,8418.69-091,'213,Germany,DEU,124536,535793,1990,,,,
1,8418.69-099,'213,Germany,DEU,16165,124671,1990,,,,
1,8418.91-000,'213,Germany,DEU,3157,8955,1990,,,,
1,8418.99-000,'213,Germany,DEU,71936,406555,1990,,,,
1,8418.61-090,'108,"Hong Kong SAR, China",HKG,318,591,1990,,,,
1,8418.69-091,'108,"Hong Kong SAR, China",HKG,43,1942,1990,,,,
1,8418.99-000,'108,"Hong Kong SAR, China",HKG,40,333,1990,,,,
1,8418.99-000,'118,Indonesia,IDN,186,1319,1990,,,,
1,8418.61-010,'206,Ireland,IRL,39,1634,1990,,,,
1,8418.61-010,'220,Italy,ITA,580,3061,1990,,,,
1,8418.61-090,'220,Italy,ITA,7883,32811,1990,,,,
1,8418.69-010,'220,Italy,ITA,10205,156582,1990,,,,
1,8418.69-020,'220,Italy,ITA,110585,463913,1990,,,,
1,8418.69-091,'220,Italy,ITA,3020,13592,1990,,,,
1,8418.69-099,'220,Italy,ITA,10777,32146,1990,,,,
1,8418.91-000,'220,Italy,ITA,390,1872,1990,,,,
1,8418.99-000,'220,Italy,ITA,64906,76103,1990,,,,
1,8418.69-010,'209,Luxembourg,LUX,38483,71078,1990,,,,
1,8418.99-000,'209,Luxembourg,LUX,180,674,1990,,,,
1,8418.69-010,'113,Malaysia,MYS,2160,1957,1990,,,,
1,8418.69-091,'113,Malaysia,MYS,60,493,1990,,,,
1,8418.99-000,'113,Malaysia,MYS,3648,11563,1990,,,,
1,8418.61-090,'207,Netherlands,NLD,31908,130174,1990,,,,
1,8418.69-010,'207,Netherlands,NLD,80030,189357,1990,,,,
1,8418.69-099,'207,Netherlands,NLD,12669,44365,1990,,,,
1,8418.99-000,'207,Netherlands,NLD,4249,6191,1990,,,,
1,8418.99-000,'606,New Zealand,NZL,747,842,1990,,,,
1,8418.61-090,'202,Norway,NOR,410,2407,1990,,,,
1,8418.61-010,'103,"Korea, Rep.",KOR,45,751,1990,,,,
1,8418.61-090,'103,"Korea, Rep.",KOR,1801,1815,1990,,,,
1,8418.69-099,'103,"Korea, Rep.",KOR,2395,2527,1990,,,,
1,8418.91-000,'103,"Korea, Rep.",KOR,3042,3016,1990,,,,
1,8418.99-000,'103,"Korea, Rep.",KOR,105567,75745,1990,,,,
1,8418.69-010,'112,Singapore,SGP,392,497,1990,,,,
1,8418.99-000,'112,Singapore,SGP,11704,14650,1990,,,,
1,8418.69-091,'218,Spain,ESP,50,377,1990,,,,
1,8418.99-000,'218,Spain,ESP,2930,5857,1990,,,,
1,8418.69-091,'203,Sweden,SWE,185,2728,1990,,,,
1,8418.69-099,'203,Sweden,SWE,274295,983126,1990,,,,
1,8418.99-000,'203,Sweden,SWE,2913,13074,1990,,,,
1,8418.61-010,'215,Switzerland,CHE,504,9305,1990,,,,
1,8418.61-090,'215,Switzerland,CHE,3554,12434,1990,,,,
1,8418.69-010,'215,Switzerland,CHE,9706,15116,1990,,,,
1,8418.69-020,'215,Switzerland,CHE,6060,35296,1990,,,,
1,8418.69-091,'215,Switzerland,CHE,3857,39736,1990,,,,
1,8418.69-099,'215,Switzerland,CHE,1500,3139,1990,,,,
1,8418.99-000,'215,Switzerland,CHE,52,924,1990,,,,
1,8418.61-010,'106,Taiwan,TWN,252,338,1990,,,,
1,8418.61-090,'106,Taiwan,TWN,1340,2808,1990,,,,
1,8418.69-010,'106,Taiwan,TWN,2211,4200,1990,,,,
1,8418.69-020,'106,Taiwan,TWN,50,585,1990,,,,
1,8418.69-091,'106,Taiwan,TWN,406,1063,1990,,,,
1,8418.91-000,'106,Taiwan,TWN,1500,1533,1990,,,,
1,8418.99-000,'106,Taiwan,TWN,3052,4031,1990,,,,
1,8418.61-010,'111,Thailand,THA,1677502,1734820,1990,,,,
1,8418.99-000,'111,Thailand,THA,9848,13119,1990,,,,
1,8418.61-090,'205,United Kingdom,GBR,35081,330839,1990,,,,
1,8418.69-010,'205,United Kingdom,GBR,2097,21750,1990,,,,
1,8418.69-020,'205,United Kingdom,GBR,291,1279,1990,,,,
1,8418.69-091,'205,United Kingdom,GBR,270,8097,1990,,,,
1,8418.69-099,'205,United Kingdom,GBR,1111,11366,1990,,,,
1,8418.99-000,'205,United Kingdom,GBR,1663,65136,1990,,,,
1,8418.61-010,'304,United States,USA,68938,290183,1990,,,,
1,8418.61-090,'304,United States,USA,3007531,8260560,1990,,,,
1,8418.69-010,'304,United States,USA,20236,80578,1990,,,,
1,8418.69-020,'304,United States,USA,95139,458875,1990,,,,
1,8418.69-091,'304,United States,USA,53164,461900,1990,,,,
1,8418.69-099,'304,United States,USA,326661,821320,1990,,,,
1,8418.91-000,'304,United States,USA,1846,4074,1990,,,,
1,8418.99-000,'304,United States,USA,921250,1234843,1990,,,,
1,8418.99-000,'601,Australia,AUS,4006,4838,1991,,,,
1,8418.61-090,'225,Austria,AUT,19550,87387,1991,,,,
1,8418.69-010,'225,Austria,AUT,4817,6857,1991,,,,
1,8418.69-020,'225,Austria,AUT,51,301,1991,,,,
1,8418.69-091,'225,Austria,AUT,65,1858,1991,,,,
1,8418.91-000,'225,Austria,AUT,465,854,1991,,,,
1,8418.99-000,'225,Austria,AUT,90,221,1991,,,,
1,8418.99-000,'410,Brazil,BRA,1140,3964,1991,,,,
1,8418.91-000,'302,Canada,CAN,20161,10049,1991,,,,
1,8418.99-000,'302,Canada,CAN,1233,2809,1991,,,,
1,8418.61-010,'105,China,CHN,6564,8837,1991,,,,
1,8418.69-010,'105,China,CHN,8566,11742,1991,,,,
1,8418.69-091,'105,China,CHN,8598,11985,1991,,,,
1,8418.99-000,'105,China,CHN,3232,4699,1991,,,,
1,8418.61-010,'204,Denmark,DNK,3371,4979,1991,,,,
1,8418.61-090,'204,Denmark,DNK,279105,604349,1991,,,,
1,8418.69-091,'204,Denmark,DNK,74,766,1991,,,,
1,8418.69-099,'204,Denmark,DNK,238,878,1991,,,,
1,8418.99-000,'204,Denmark,DNK,1107,6569,1991,,,,
1,8418.61-010,'210,France,FRA,9478,23032,1991,,,,
1,8418.61-090,'210,France,FRA,15600,53466,1991,,,,
1,8418.69-010,'210,France,FRA,7158,22445,1991,,,,
1,8418.69-091,'210,France,FRA,563,4340,1991,,,,
1,8418.69-099,'210,France,FRA,220259,457776,1991,,,,
1,8418.99-000,'210,France,FRA,1552,31530,1991,,,,
1,8418.61-010,'213,Germany,DEU,11369,79235,1991,,,,
1,8418.61-090,'213,Germany,DEU,28237,144713,1991,,,,
1,8418.69-010,'213,Germany,DEU,844,1980,1991,,,,
1,8418.69-020,'213,Germany,DEU,1360,19619,1991,,,,
1,8418.69-091,'213,Germany,DEU,207580,879691,1991,,,,
1,8418.69-099,'213,Germany,DEU,3272,20084,1991,,,,
1,8418.91-000,'213,Germany,DEU,65,1075,1991,,,,
1,8418.99-000,'213,Germany,DEU,54465,292301,1991,,,,
1,8418.61-090,'108,"Hong Kong SAR, China",HKG,350,900,1991,,,,
1,8418.69-091,'108,"Hong Kong SAR, China",HKG,6485,15392,1991,,,,
1,8418.69-099,'108,"Hong Kong SAR, China",HKG,1390,1900,1991,,,,
1,8418.61-090,'227,Hungary,HUN,186,4864,1991,,,,
1,8418.69-091,'123,India,IND,9,243,1991,,,,
1,8418.99-000,'118,Indonesia,IDN,388,434,1991,,,,
1,8418.61-010,'220,Italy,ITA,185,797,1991,,,,
1,8418.61-090,'220,Italy,ITA,2330,10287,1991,,,,
1,8418.69-010,'220,Italy,ITA,1200,8284,1991,,,,
1,8418.69-020,'220,Italy,ITA,104543,484974,1991,,,,
1,8418.69-091,'220,Italy,ITA,970,5624,1991,,,,
1,8418.69-099,'220,Italy,ITA,2187,9133,1991,,,,
1,8418.91-000,'220,Italy,ITA,5400,4701,1991,,,,
1,8418.99-000,'220,Italy,ITA,4319,47664,1991,,,,
1,8418.69-010,'209,Luxembourg,LUX,32364,57700,1991,,,,
1,8418.99-000,'209,Luxembourg,LUX,719,2082,1991,,,,
1,8418.61-010,'113,Malaysia,MYS,2267468,2298923,1991,,,,
1,8418.69-010,'113,Malaysia,MYS,6273,5712,1991,,,,
1,8418.69-091,'113,Malaysia,MYS,3320,8864,1991,,,,
1,8418.91-000,'113,Malaysia,MYS,150,295,1991,,,,
1,8418.99-000,'113,Malaysia,MYS,191,476,1991,,,,
1,8418.61-090,'207,Netherlands,NLD,78407,182940,1991,,,,
1,8418.69-010,'207,Netherlands,NLD,75003,170677,1991,,,,
1,8418.69-091,'207,Netherlands,NLD,283,8789,1991,,,,
1,8418.69-099,'207,Netherlands,NLD,7467,9454,1991,,,,
1,8418.99-000,'207,Netherlands,NLD,1894,8395,1991,,,,
1,8418.69-099,'217,Portugal,PRT,475,624,1991,,,,
1,8418.99-000,'103,"Korea, Rep.",KOR,63042,57392,1991,,,,
1,8418.99-000,'112,Singapore,SGP,2878,2956,1991,,,,
1,8418.99-000,'218,Spain,ESP,490,528,1991,,,,
1,8418.61-090,'203,Sweden,SWE,4222,14304,1991,,,,
1,8418.69-010,'203,Sweden,SWE,9909,46907,1991,,,,
1,8418.69-020,'203,Sweden,SWE,85,352,1991,,,,
1,8418.69-091,'203,Sweden,SWE,80,1084,1991,,,,
1,8418.69-099,'203,Sweden,SWE,83185,271342,1991,,,,
1,8418.99-000,'203,Sweden,SWE,3007,22360,1991,,,,
1,8418.61-010,'215,Switzerland,CHE,338,5888,1991,,,,
1,8418.61-090,'215,Switzerland,CHE,1224,4760,1991,,,,
1,8418.69-010,'215,Switzerland,CHE,1100,6999,1991,,,,
1,8418.69-020,'215,Switzerland,CHE,3387,20765,1991,,,,
1,8418.69-091,'215,Switzerland,CHE,167,2227,1991,,,,
1,8418.99-000,'215,Switzerland,CHE,9,415,1991,,,,
1,8418.61-090,'106,Taiwan,TWN,776,1693,1991,,,,
1,8418.69-010,'106,Taiwan,TWN,11205,18161,1991,,,,
1,8418.69-091,'106,Taiwan,TWN,4991,11345,1991,,,,
1,8418.99-000,'106,Taiwan,TWN,2112,10047,1991,,,,
1,8418.61-010,'111,Thailand,THA,4848176,4446180,1991,,,,
1,8418.91-000,'111,Thailand,THA,262,523,1991,,,,
1,8418.99-000,'111,Thailand,THA,39035,35380,1991,,,,
1,8418.61-010,'205,United Kingdom,GBR,546,3468,1991,,,,
1,8418.61-090,'205,United Kingdom,GBR,500,17253,1991,,,,
1,8418.69-010,'205,United Kingdom,GBR,1959,25279,1991,,,,
1,8418.69-091,'205,United Kingdom,GBR,378,63321,1991,,,,
1,8418.69-099,'205,United Kingdom,GBR,1240,17975,1991,,,,
1,8418.99-000,'205,United Kingdom,GBR,515,5705,1991,,,,
1,8418.61-010,'304,United States,USA,64772,263942,1991,,,,
1,8418.61-090,'304,United States,USA,2461025,6473444,1991,,,,
1,8418.69-010,'304,United States,USA,14925,76614,1991,,,,
1,8418.69-020,'304,United States,USA,25779,124911,1991,,,,
1,8418.69-091,'304,United States,USA,138544,657926,1991,,,,
1,8418.69-099,'304,United States,USA,308489,762397,1991,,,,
1,8418.91-000,'304,United States,USA,47945,46729,1991,,,,
1,8418.99-000,'304,United States,USA,932246,1173310,1991,,,,
1,8418.99-000,'601,Australia,AUS,88105,98994,1992,,,,
1,8418.61-090,'225,Austria,AUT,19660,88762,1992,,,,
1,8418.69-010,'225,Austria,AUT,16731,16924,1992,,,,
1,8418.69-091,'225,Austria,AUT,380,10035,1992,,,,
1,8418.99-000,'225,Austria,AUT,140,663,1992,,,,
1,8418.61-010,'208,Belgium,BEL,1875,3921,1992,,,,
1,8418.61-090,'208,Belgium,BEL,1182,2527,1992,,,,
1,8418.61-010,'302,Canada,CAN,358,234,1992,,,,
